Unnamed: 0,HSN_code,name_of_commodity,chapter_no,sch,gst
315,0505.00.00,"Skins and other parts of birds, with their
feathers or down, feathers and parts of
feathers (whether or not with trimmed edges)
and down, notfurther worked than cleaned,
disinfected or treate for preservation; powder
and waste of feathers or parts of feathers",5.0,II,5%
316,0505.10.10,"Feathers of a kind used for stuffing; down of
wild birds",5.0,II,5%
317,0505.90.10,Peacock tail and wind feather (trimmed or not),5.0,II,5%
318,0505.90.21,"Other feather (excluding for stuffing pupose)
of wild birds",5.0,II,5%
319,0505.90.31,"Powder and waste of feathers or other parts
of feathers of wild birds",5.0,II,5%
320,0505.90.91,Skins and other parts of birds of wild birds,5.0,II,5%
321,0506.00.00,"Bones & horn cores, unworked , defatted,
simply prepared (but not cut to shape),
treated with acid or glatinised; powder and
waste of these products.",5.0,II,5%
322,0506.10.00,Ossein and bones treated with acid,5.0,II,5%
323,0506.10.11,"Bones including horn cores, crushed of wild
animlas",5.0,II,5%
324,0506.10.21,Bone grist of wild animals,5.0,II,5%
325,0506.10.31,Ossein of wild animals,5.0,II,5%
326,0506.10.41,"Bones, hon-cones and parts thereof, not
crushed: of wild animals",5.0,II,5%
327,0506.90.11,Bone meal of wild animals,5.0,II,5%
328,0506.90.91,"Bones, horn-cores (unworked, defatted,
degelatinized); powder and waste of wild
animals",5.0,II,5%
329,,,,,
330,0507.00.00,"Ivory, tortoise-shell, whalebone, and
wharebone hair, horns, antlers, hoovers, nails,
claws and beaks, unworked or simply
prepared but not cut to shape; powder and
waste of these products",5.0,II,5%
331,0507.10.20,Ivory powder and waste,5.0,II,5%
332,0507.90.00,"Tortoise-shell, whalebone, antlers, hooves,
claws; their powder and waste",5.0,II,5%
333,0507.90.10,Hoof meal powder and waste,5.0,II,5%
334,0507.90.30,"Hooves, claws, nails and beaks powder and
waste",5.0,II,5%
335,0507.90.40,Antlers powder and waste,5.0,II,5%
336,0507.90.50,Buffalo horns powder and waste,5.0,II,5%
337,0507.90.60,Tortoise shell powder and waste,5.0,II,5%
338,0507.90.70,"Claws and waste of tortoise sheel powder and
waste",5.0,II,5%
339,0507.90.90,"Tortoise-shell, whalebone, antlers, hooves,
claws; their powder and waste: Other",5.0,II,5%
340,0508 .00.00,"Coral and similar materials, unworked or
simply prepared but not otherwise worked;
shells of molluscs,crustaceans or echinoderms
and cuttlebone, unworked or simply prepared
but not cut to shape; powder and waste
thereof",5.0,II,5%
341,0508 .00.10,"Coral unworked, powder/waste",5.0,II,5%
342,0508 .00.20,"Chanks unworked, powder/waste",5.0,II,5%
343,0508 .00.30,"Cowries unworked, powder/waste",5.0,II,5%
344,0508 .00.40,"Cuttlefishl unworked, powder/waste",5.0,II,5%
345,0508 .00.50,"Shells unworked, powder/waste",5.0,II,5%
346,0508 .00.90,"shells of molluscs,crustaceans or echinoderms
and cuttlebone, unworked, powder/waste",5.0,II,5%
347,0509.00.00,Natural sponges of animal origin,5.0,II,5%
348,0510.00.00,"Ambergris, castoreum, civet and musk;
cantharides; bile, wether or not dried; glands
and other animal products used in the
preparation of pharmaceutical products ,
fresh, chilled, frozen or otherwise provisionally
preserved.",5.0,II,5%
349,0511.00.00,"Animal products not elsewhere specified or
included; dead animals of chapter 1 or3, unfit
for human consumption, other than semen
including frozen semen.",5.0,II,5%
350,0511.10.00,Bovine (bull) semen,5.0,II,5%
351,,,,,
352,0511.91.00,"Products of fish or crustaceans, molluscs or
other aquatic invertebrates; dead animals of
chapter 3",5.0,II,5%
353,0511.91.10,Fish nails,5.0,II,5%
354,0511.91.20,Fish tails,5.0,II,5%
355,0511.91.30,Other fish waste,5.0,II,5%
356,0511.99.11,Silkworm pupae - Artemia,5.0,II,5%
357,0511.99.29,Sinews and tendons of wild life,5.0,II,5%
358,0511.99.91,Semen inclduing frozen semen,5.0,I,NIL
359,0601.00.00,"Bulbs, tubers, tuberous roots, corms, crowns
and rhizomes, dormat, in growth or in flower;
chicory plants and roots other than roots of
heading 1212",6.0,I,NIL
360,0601.10.00,"Bulbs, tubers, tuberous roots, corms, crowns
and rhizomes, dormant in growth or in flower",6.0,I,NIL
361,0601.20.00,"Bulbs, tubers, tuberous roots, corms, crowns
and rhizomes, in growth or in flower; chicory
plants and roots",6.0,I,NIL
362,0601.20.21,Chicory plants,6.0,I,NIL
363,0601.20.22,Chicory roots,6.0,I,NIL
364,0601.20.90,Other than roots of heading 1212,6.0,I,NIL
365,0602.00.00,"Other live plants (including their roots),
cuttings and slips; mushroom spawn",6.0,I,NIL
366,0602.10.00,Unrooted cuttings and slips,6.0,I,NIL
367,0602.20.00,"Trees, shrubs and bushes, grafted or not, of
kinds, which bear edible fruits or nuts",6.0,I,NIL
368,0602.30.00,"Rhododendrons and azaleas, grafted or not",6.0,I,NIL
369,0602.40.00,"Roses, grafted or not",6.0,I,NIL
370,0602.90.10,Mushroom spawn grafted or not,6.0,I,NIL
371,0602.90.20,"Flowering plants (Excluding roses and
rhododerndrons) grafted or not",6.0,I,NIL
372,0602.90.30,Tissue culture plant grafted or not,6.0,I,NIL
373,0602.99.00,"Herbaceous perennials: orchid plants, with soil
attached to roots: chrysanthemums no, trees
and poinsettias grafted or not",6.0,I,NIL
374,0603.00.00,"Cut flowers and flower buds of a kind suitable
for bouquets or for ornamental purposes,
fresh, dried, dyed, bleached, impregnated or
otherwise prepared",6.0,I,NIL
375,0603.11.00,Fresh roses,6.0,I,NIL
376,0603.12.00,Fresh carnations,6.0,I,NIL
377,0603.13.00,Fresh orchids,6.0,I,NIL
378,0603.14.00,Fresh chrysanthemums,6.0,I,NIL
379,,,,,
380,0603.90.00,"Cut flowers and flower buds (dried, dyed,
bleached, otherwise prepared)",6.0,I,NIL
381,0604.00.00,"Foliage, branches and other parts of plants,
without flowers or flower buds, and grasses,
mosses and lichens, being goods of a kind
suitable for bouquets or for ornamental
puposes, fresh, dried, dyed, bleached,
imregnated or otherwise prepared",6.0,I,NIL
382,0604.10.00,Mosses and lichens,6.0,I,NIL
383,0604.99.00,"Foliage, branches, other parts of plants; grass
(dried, otherwise prepared)",6.0,I,NIL
384,0701.00.00,Potatoes fresh or chilled,7.0,I,NIL
385,0701.10.00,Potato Seed,7.0,I,NIL
386,0702.00.00,"Tomatoes, fresh or chilled",7.0,I,NIL
387,0702.10.00,Cherry,7.0,I,NIL
388,0702.30.00,Roma (plum type),7.0,I,NIL
389,0703.00.00,"Onions, shallots, garlic, leeks and other
alliaceous vegetables, fresh or chilled",7.0,I,NIL
390,0703.10.00,Onions and shallots: onion sets,7.0,I,NIL
391,0703.20.00,Garlic,7.0,I,NIL
392,0703.90.00,Leeks and other alliaceous vegetables,7.0,I,NIL
393,0704.00.00,"Cabbages, cauliflower, kohlrabi, kale and
similar edible brassicas, fresh or chilled",7.0,I,NIL
394,0704.10.00,"Cauliflower and headed broccoli (brassica
oleracea, var botrytis)",7.0,I,NIL
395,0704.20.00,Brussels sprouts,7.0,I,NIL
396,0704.90.00,"Other (including sprouting broccoli, (brassica
oleracea var italica), cabbage, broccoli",7.0,I,NIL
397,0705.00.00,"Lettuce (Lactucasativa) and chicory (cichorium
spp.), fresh or chilled",7.0,I,NIL
398,0705.11.00,Head lettuce (cabbage lettuce),7.0,I,NIL
399,0705.21.00,"Witloof chicory (cichorium intybus var
foliosum)",7.0,I,NIL
400,0706.00.00,"Carrots, turnips, salad beetroot, salsify,
celeriac, radishes and similar eidble roots,
fresh or chilled",7.0,I,NIL
401,0706.10.00,Carrots and turnips,7.0,I,NIL
402,0706.90.10,Horse radish fresh or chilled,7.0,I,NIL
403,0706.90.20,Other radish fresh or chilled,7.0,I,NIL
404,0706.90.30,Salad beetroot fresh or chilled,7.0,I,NIL
405,0706.90.90,"Carrots, turnips & other edible roots, fresh or
chill: Other",7.0,I,NIL
406,0707.00.00,"Cucumbers and gherkins, fresh or chilled",7.0,I,NIL
407,,,,,
408,0708.00.00,"Leguminous vegetables, shelled or unshelled,
fresh or chilled",7.0,I,NIL
409,0708.10.00,"Peas (pisum sativum) shelled or unshelled,
fresh or chilled",7.0,I,NIL
410,0708.20.00,"Beans (vigna spp, phaseolus spp) shelled or
unshelled, fresh or chilled",7.0,I,NIL
411,0708.90.00,"Other leguminous vegetables shelled or
unshelled, fresh or chilled",7.0,I,NIL
412,0709.00.00,"Other vegitables, fresh or chilled",7.0,I,NIL
413,0709.10.00,Globe artichokes fresh or chilled,7.0,I,NIL
414,0709.20.00,Asparagus fresh or chilled,7.0,I,NIL
415,0709.30.00,Eggplants (aubergines) fresh or chilled,7.0,I,NIL
416,0709.40.00,Celery other than celeriac fresh or chilled,7.0,I,NIL
417,0709.51.00,Mushrooms of the genus agaricus,7.0,I,NIL
418,0709.52.00,Truffles,7.0,I,NIL
419,0709.59.00,Other mushrooms,7.0,I,NIL
420,0709.60.00,"Fruits of the genus capsicum (peppers) or of
the genus pimenta (eg, allspice)",7.0,I,NIL
421,0709.60.10,"Green Chilly of the genus capsicum or of the
genus pimenta",7.0,I,NIL
422,0709.60.90,Other Capsicum,7.0,I,NIL
423,0709.70.00,"Spinach, new zealand spinach and orache
spinach (garden spinach)",7.0,I,NIL
424,0709.90.10,Olives,7.0,I,NIL
425,0709.90.20,Curry Banana (Plantain),7.0,I,NIL
426,0709.90.30,Pumpkins,7.0,I,NIL
427,0709.90.40,Green Pepper,7.0,I,NIL
428,0709.90.50,Mixed vegetables,7.0,I,NIL
429,0700.00.00,"Herb, bark, dry plant, dry root, commonly
known as jari booti and dry flower",7.0,II,5%
430,0710.00.00,"Vegetables (uncooked or cooked by steaming
or boiling in water), frozen",7.0,II,5%
431,0710.10.00,"Potatoes uncooked or cooked by steaming or
boiling in water",7.0,II,5%
432,0710.21.00,"Peas (pisum sativum) shelled or unshelled,
fresh or chilled",7.0,II,5%
433,0710.22.00,"Beans (vigna spp, phaseolus spp) shelled or
unshelled, fresh or chilled",7.0,II,5%
434,0710.29.00,"Other leguminous vegetables (uncooked,
cooked by steaming or boiling in)",7.0,II,5%
435,0710.30.00,"Spinach, new zealand spinach and orache
spinach(garden spinach)",7.0,II,5%
436,0710.40.00,Sweet corn,7.0,II,5%
437,0710.80.00,"Other vegetables un cooked or cooked by
steaming or boiling in water",7.0,II,5%
438,,,,,
439,0710.80.10,"Terragon un cooked or cooked by steaming or
boiling in water",7.0,II,5%
440,0711.00.00,"Vegetables provisionally preserved (for
example, by sulphur dioxide gas, in brine,
insulphur water or in other preservative
solution), but unsuitable in that state for
immediate consumption",7.0,II,5%
441,0711.10.00,Onions provisionally preserved,7.0,II,5%
442,0711.20.00,Olives provisionally preserved,7.0,II,5%
443,0711.30.00,Capers provisionally preserved,7.0,II,5%
444,0711.40.00,"Cucumbers and gherkins provisionally
preserved",7.0,II,5%
445,0711.51.00,"Mushrooms of the genus agaricus
provisionally preserved",7.0,II,5%
446,0711.90.10,Green pepper in brine provisionally preserved,7.0,II,5%
447,0711.90.20,"Assorted canned vegetables provisionally
preserved",7.0,II,5%
448,0712.00.00,"Dried vegetables, whole, cut, sliced, broken or
in powder, but not further prepared",7.0,I,NIL
449,0712.10.00,"Potatoes whether or not cut or sliced but not
further prepared",7.0,I,NIL
450,0712.20.00,Onions: powder or flour,7.0,I,NIL
451,0712.30.00,Mushrooms and truffles,7.0,I,NIL
452,0712.31.00,Mushrooms of the genus agaricus,7.0,I,NIL
453,0712.32.00,Wood ears (Auricularia spp.),7.0,I,NIL
454,0712.33.00,Jelly fungi (tremella spp.),7.0,I,NIL
455,0712.90.00,"Other vegetables; mixtures of vegetables:
garlic: powder or flour sweet corn seeds of a
kind used for sowing other vegetables;
mixtures of vegetables",7.0,I,NIL
456,0712.90.10,"Asparagus, dried",7.0,I,NIL
457,0712.90.20,Dehydrated garlic powder,7.0,I,NIL
458,0712.90.30,Dehydrated garlic flakes,7.0,I,NIL
459,0712.90.40,Dried Garlic,7.0,I,NIL
460,0712.90.50,"Marjoram, oregano",7.0,I,NIL
461,0712.90.60,Potatoes powder or flour,7.0,I,NIL
462,0713.00.00,"Dried leguminous vegetables, shelled,
whether or not skinned or split",7.0,I,NIL
463,0713.00.00,"Leguminous vegetables, dried shelled",7.0,I,NIL
464,0713.10.00,"Peas (pisum sativum): seeds of a kind used
for sowing split peas, green peas, yellow
peas, austrian winter peas",7.0,I,NIL
465,,,,,
466,0713.20.00,"Chickpeas (garbanzos), seeds of a kind used
for sowing, beans (vigna spp, phaseolus spp):",7.0,I,NIL
467,0713.31.00,"Beans of the species vigna mungo (l) hepper
or vigna radiata (l) wilczek: seeds of a kind
used for sowing",7.0,I,NIL
468,0713.32.00,"Small red (adzuki) beans (phaseolus or vigna
angularis),seeds of a kind used for sowing",7.0,I,NIL
469,0713.33.00,"Kidney beans, including white pea
beans(phaseolus vulgaris): seeds of a kind
used for sowing, navy or pea beans, dark red
kidney beans, light red kidney beans",7.0,I,NIL
470,0713.39.00,"Seeds of a kind used for sowing, cowpeas,
black beans, great northern beans, baby lima
beans other lima beans, pinto beans, other
white beans",7.0,I,NIL
471,0713.40.00,Lentils: seeds of a kind used for sowing,7.0,I,NIL
472,0713.50.00,"Broad beans (vicia faba var major) and horse
beans (vicia faba var equina and vicia faba var
minor):seeds of a kind used for sowing",7.0,I,NIL
473,0713.90.00,Seeds of a kind used for sowing,7.0,I,NIL
474,0714.00.00,"Manioc arrowroot, salep, Jerusalem,
artichokes, sweet potatoes and similar roots
and tubers with high starch or inulin content,
fresh or chilled; sago pith",7.0,I,NIL
475,0714.00.00,"Manioc arrowroot, salep, Jerusalem,
artichokes, sweet potatoes and similar roots
and tubers with high starch or inulin content,
frozen or dried, whether or not sliced or in the
form of pellets.",7.0,II,5%
476,0714.10.00,"Cassava (manioc) Tapioca, dried fresh or
chilled",7.0,I,NIL
477,0714.20.00,Sweet potatoes fresh or chilled,7.0,I,NIL
478,0714.90.00,"Other roots and tubers with high starch or
inulin content; sago pith",7.0,I,NIL
479,0801.00.00,"Brazil nuts & cashew nuts, fresh or dried,
whether or not shelled or peeled.",8.0,III,12%
480,0801.00.00,"Coconuts fresh or dried, whether or not
shelled or peeled.",8.0,I,NIL
481,0801.10.00,Coconuts,8.0,I,NIL
482,0801.11.00,Dessicated coconut,8.0,I,NIL
483,0801.19.90,Other coconut products,8.0,I,NIL
484,0801.20.00,Brazil nuts,8.0,III,12%
485,,,,,
486,0801.21.00,Brazil nuts in shell,8.0,III,12%
487,0801.22.00,Brazil nuts shelled,8.0,III,12%
488,0801.31.00,Raw cashew,8.0,III,12%
489,0802.00.00,"Other nuts, fresh such as Almonds, Hazelnuts
or filberts (Coryius spp.) walnuts Chestnuts
(Castabea spp.)",8.0,I,NIL
490,0802.00.00,"Other nuts, dried whether or not shelled or
peeled such as Almonds, Hazelnuts or filberts
(Coryius spp.) walnuts Chestnuts (Castabea
spp.), Pistachios, Macadamia Nuts, Kola nuts
(Cola spp.), other than areca nuts",8.0,III,12%
491,0802.00.00,"Dried areca nuts, whether or not shelled or
peeled",8.0,II,5%
492,0802.11.00,Almond (in shell; fresh ),8.0,I,NIL
493,0802.11.00,Almond (in shell; dried),8.0,III,12%
494,0802.21.00,"Hazelnuts, filberts (in shell; fresh )",8.0,I,NIL
495,0802.21.00,"Hazelnuts, filberts (in shell; dried)",8.0,III,12%
496,0802.31.00,Walnuts in shell - fresh,8.0,I,NIL
497,0802.31.00,Walnet in shell - dried,8.0,III,12%
498,0802.40.00,"Chestnuts, castanea spp (shelled or not; fresh
)",8.0,I,NIL
499,0802.40.00,"Chestnuts, castanea spp (shelled or not; dried)",8.0,III,12%
500,0802.50.00,Pistachios (shelled or not) - fresh,8.0,I,NIL
501,0802.50.00,Pistachios (shelled or not) - dried,8.0,III,12%
502,0802.60.00,Macadamia (shelled or not; fresh),8.0,I,NIL
503,0802.60.00,Macadamia (shelled or not; dried),8.0,III,12%
504,0802.90.11,Arecanut/Betel nut dried,8.0,II,5%
505,0803.00.00,"Bananas including plantains, fresh or dried",8.0,I,NIL
506,0804.00.00,"Dates, figs, pineapples, avocados, guavas,
mangoes, and mangosteens, fresh",8.0,I,NIL
507,0804.00.00,"Dates, figs, pineapples, avocados, guavas,
mangoes, and mangosteens, dried",8.0,III,12%
508,0804.10.00,Dates - fresh,8.0,I,NIL
509,0804.10.20,Soft / wet dates,8.0,I,NIL
510,0804.10.30,Hard dates (dry dates),8.0,III,12%
511,0804.20.00,Figs,8.0,I,NIL
512,0804.20.90,Dried Figs,8.0,III,12%
513,0804.30.00,Pineapples - fresh,8.0,I,NIL
514,0804.30.00,Pineapples - dried,8.0,III,12%
515,0804.40.00,Avocados - fresh,8.0,I,NIL
516,0804.40.00,Avocados - dried,8.0,III,12%
517,0804.50.00,"Guavas, mangoes and mangosteens - fresh",8.0,I,NIL
518,,,,,
519,0804.50.00,"Guavas, mangoes and mangosteens - dried",8.0,III,12%
520,0804.50.30,"Mangoes, sliced dried",8.0,III,12%
521,0805.00.00,"Citrus fruit, such as Oranges, Mandarins
(including tangerines and satsumas);
clementines, wilkings and similar citrus
hybrids, grapefruit including pemelos, Lemons
(Citrus limon, citurs limonum) and limes
(citrus aurantifolia, citurs latifolia), fresh",8.0,I,NIL
522,0805.10.00,Oranges fresh,8.0,I,NIL
523,0805.12.00,Temple oranges - fresh,8.0,I,NIL
524,0805.20.00,"Mandarins (including tangerines and
satsumas);clementines, wilkings and similar
citrus hybrids:",8.0,I,NIL
525,0805.22.00,Tangerines - fresh,8.0,I,NIL
526,0805.40.00,Grapefruit including pemelos,8.0,I,NIL
527,0805.50.00,"Lemons (citrus limon, citrus limonum) and
limes(citrus aurantifolia), lemons , limes",8.0,I,NIL
528,0805.90.00,Other citrus fruit (fresh ),8.0,I,NIL
529,0806.00.00,"Grapes, fresh",8.0,I,NIL
530,0806.00.00,"Grapes, dried, and raisins",8.0,III,12%
531,0806.10.00,Fresh grapes,8.0,I,NIL
532,0806.20.00,Dried (including raisins),8.0,III,12%
533,0806.20.10,Dried grapes (Raisins),8.0,III,12%
534,0807.00.00,"Melons (including watermelons) and papayas,
fresh",8.0,I,NIL
535,0807.10.00,"Melons (including watermelons), cantaloupes,
watermelons (Other melons)",8.0,I,NIL
536,0807.20.00,Papayas (papaws),8.0,I,NIL
537,0808.00.00,"Apples, pears and quinces, fresh",8.0,I,NIL
538,0808.10.00,Fresh Apples,8.0,I,NIL
539,0808.20.00,Fresh Pears and quinces,8.0,I,NIL
540,0809.00.00,"Apricots, cherries, peaches (including
nectarines), plums & sloes, fresh",8.0,I,NIL
541,0809.10.00,Apricots - Fresh,8.0,I,NIL
542,0809.20.00,Cherries - Fresh,8.0,I,NIL
543,0809.22.00,Sweet varieties fresh,8.0,I,NIL
544,0809.24.00,Tart varieties fresh,8.0,I,NIL
545,0809.30.00,"Peaches, including nectarines fresh",8.0,I,NIL
546,0809.40.00,Plums (including prune plums) and sloes fresh,8.0,I,NIL
547,,,,,
548,0810.00.00,"Other fruit scuh as strawberries, rasberries,
blackberries, mulberries, black, white or red
currants and gooseberries cranberries,
bilberries and other fruits of the genus
vaccinium, kiwi fruit, Durians, Persimmons,
Pomegranates, Tamarind, Sapota (Chico),
Custard-apple (ata), Bore, Lichi, fresh",8.0,I,NIL
549,0810.10.00,Strawberries,8.0,I,NIL
550,0810.20.00,"Raspberries, blackberries, mulberries and
loganberries",8.0,I,NIL
551,0810.30.00,"Black, white or red currants and gooseberries
(other than kiwi fruit)",8.0,I,NIL
552,0810.40.00,"Cranberries, blueberries and other fruits of the
genus vaccinium: blueberries",8.0,I,NIL
553,0810.50.00,Kiwifruit,8.0,I,NIL
554,0810.60.00,Durians,8.0,I,NIL
555,0810.90.10,Pomegranates,8.0,I,NIL
556,0811.00.00,"Fruit and nuts, uncooked or cooked by
steaming or boiling in water, frozen, whether
or not containing added sugar or other
sweetening matter.",8.0,II,5%
557,0811.10.00,Strawberries,8.0,II,5%
